old_id	lifted_id	method	symbol
ENSRNOG00000043459	ENSRNOG00000075484	id_history	OLR1629
ENSRNOG00000043460	NA	unmapped	AABR07061158.1
ENSRNOG00000043465	ENSRNOG00000043465	direct	ARC
ENSRNOG00000043466	ENSRNOG00000070034	symbol	ANKUB1
ENSRNOG00000043471	ENSRNOG00000082217	symbol	KRTAP8-1
ENSRNOG00000043478	ENSRNOG00000043478	direct	AABR07006142.1
ENSRNOG00000043480	NA	unmapped	AABR07071440.1
ENSRNOG00000043481	ENSRNOG00000076954	id_history	OLR1750
ENSRNOG00000043486	ENSRNOG00000043486	direct	TNFRSF26
ENSRNOG00000043487	ENSRNOG00000043487	direct	RGD1560171
ENSRNOG00000043492	ENSRNOG00000066294	id_history	OLR556
ENSRNOG00000043494	ENSRNOG00000043494	direct	LOC681385
ENSRNOG00000043498	ENSRNOG00000043498	direct	SIK2
ENSRNOG00000043502	ENSRNOG00000043502	direct	AABR07010717.1
ENSRNOG00000043503	ENSRNOG00000043503	direct	EHD1
ENSRNOG00000043507	ENSRNOG00000043507	direct	TMEM95
ENSRNOG00000043508	ENSRNOG00000043508	direct	MAGEBL1
ENSRNOG00000043511	ENSRNOG00000043511	direct	ETV3L
ENSRNOG00000043512	ENSRNOG00000043512	direct	AABR07005040.1
ENSRNOG00000043513	ENSRNOG00000043513	direct	CYP4X1
ENSRNOG00000043531	NA	unmapped	AABR07049801.1
ENSRNOG00000043539	NA	unmapped	AABR07053681.2
ENSRNOG00000043550	NA	unmapped	AC139392.1
ENSRNOG00000043551	NA	unmapped	AABR07071328.1
ENSRNOG00000043562	ENSRNOG00000043562	direct	MIR1956
ENSRNOG00000043567	NA	unmapped	AABR07056688.1
ENSRNOG00000043588	NA	unmapped	AABR07061530.1
ENSRNOG00000043596	NA	unmapped	GM23134
ENSRNOG00000043615	NA	unmapped	AABR07061860.1
ENSRNOG00000043616	NA	unmapped	AABR07062395.1
ENSRNOG00000043645	NA	unmapped	AABR07054401.1
ENSRNOG00000043655	NA	unmapped	AABR07052890.1
ENSRNOG00000043668	NA	unmapped	AC105645.1
ENSRNOG00000043690	NA	unmapped	AABR07065150.1
ENSRNOG00000043707	NA	unmapped	AABR07003186.1
ENSRNOG00000043726	NA	unmapped	AABR07047580.1
ENSRNOG00000043733	NA	unmapped	AABR07001057.1
ENSRNOG00000043738	NA	unmapped	AABR07049554.1
ENSRNOG00000043745	NA	unmapped	AABR07028622.1
ENSRNOG00000043746	NA	unmapped	AC115418.1
ENSRNOG00000043755	NA	unmapped	AABR07041779.1
ENSRNOG00000043772	NA	unmapped	AABR07022014.1
ENSRNOG00000043813	NA	unmapped	AABR07014478.1
ENSRNOG00000043814	NA	unmapped	AC111867.1
ENSRNOG00000043819	NA	unmapped	AC120949.1
ENSRNOG00000043820	ENSRNOG00000043820	direct	SNORA36C
ENSRNOG00000043826	NA	unmapped	AC109025.1
ENSRNOG00000043828	NA	unmapped	AABR07068074.1
ENSRNOG00000043837	NA	unmapped	AABR07052525.1
ENSRNOG00000043842	NA	unmapped	AABR07053812.1
ENSRNOG00000043845	NA	unmapped	AABR07057766.1
ENSRNOG00000043854	NA	unmapped	AABR07071187.1
ENSRNOG00000043856	NA	unmapped	AABR07029172.1
ENSRNOG00000043857	NA	unmapped	AABR07015814.1
ENSRNOG00000043866	NA	unmapped	AY172581.24
ENSRNOG00000043884	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000043886	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000043915	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000043926	NA	unmapped	GM23222
ENSRNOG00000043952	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000043969	ENSRNOG00000043969	direct	MIR632
ENSRNOG00000043975	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000043978	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000043983	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044003	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044036	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044047	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044076	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044078	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044082	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044087	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044095	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044126	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044128	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044170	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044193	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044194	ENSRNOG00000044194	direct	SNORA47
ENSRNOG00000044200	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044214	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044264	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044267	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044282	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044284	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044300	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044303	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044314	ENSRNOG00000044314	direct	MIR3084C
ENSRNOG00000044330	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044338	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044353	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044385	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044386	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044394	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044405	NA	unmapped	AABR07004481.1
ENSRNOG00000044409	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044415	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044429	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044437	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044438	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044448	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044463	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044494	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044501	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044504	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044505	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044512	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044524	NA	unmapped	AABR07067471.1
ENSRNOG00000044555	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044566	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044574	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044576	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044590	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044599	NA	unmapped	AABR07050253.1
ENSRNOG00000044601	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044605	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044610	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044615	ENSRNOG00000044615	direct	MIR1949
ENSRNOG00000044626	NA	unmapped	AABR07058360.2
ENSRNOG00000044629	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044631	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044636	NA	unmapped	AABR07073110.1
ENSRNOG00000044644	NA	unmapped	AABR07049760.1
ENSRNOG00000044645	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044660	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044661	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044699	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044703	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044715	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044719	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044722	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044762	NA	unmapped	AABR07033759.1
ENSRNOG00000044767	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044771	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044773	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044784	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044786	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044820	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044833	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044838	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044850	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044867	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044880	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044889	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044894	ENSRNOG00000055316	symbol	SCARNA15
ENSRNOG00000044895	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044905	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044930	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044937	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044940	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044954	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044968	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044990	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000044997	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000045002	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000045006	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000045014	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000045015	NA	unmapped	SCARNA3
ENSRNOG00000045032	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000045036	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000045043	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000045061	NA	unmapped	AABR07050457.1
ENSRNOG00000045070	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000045084	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000045087	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000045100	NA	unmapped	GM22892
ENSRNOG00000045106	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000045148	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000045162	NA	unmapped	AABR07032329.1
ENSRNOG00000045168	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000045172	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000045175	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000045182	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000045187	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000045206	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000045211	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000045233	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000045242	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000045251	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000045261	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000045263	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000045293	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000045298	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000045322	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000045327	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000045356	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000045363	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000045369	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000045370	NA	unmapped	AABR07054120.1
ENSRNOG00000045387	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000045399	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000045403	NA	unmapped	AC097153.1
ENSRNOG00000045463	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000045491	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000045493	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000045510	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000045524	ENSRNOG00000045524	direct	SLC39A3
ENSRNOG00000045525	NA	unmapped	AABR07017870.1
ENSRNOG00000045527	NA	unmapped	AABR07043155.1
ENSRNOG00000045530	ENSRNOG00000070514	id_history	OLR1708
ENSRNOG00000045532	ENSRNOG00000045532	direct	CMKLR2
ENSRNOG00000045533	NA	unmapped	AABR07028492.1
ENSRNOG00000045535	ENSRNOG00000062466	symbol	RTL8A
ENSRNOG00000045536	NA	unmapped	AABR07012658.1
ENSRNOG00000045537	NA	unmapped	AABR07029215.1
ENSRNOG00000045539	ENSRNOG00000045539	direct	DUSP11
ENSRNOG00000045540	NA	unmapped	AABR07035289.1
ENSRNOG00000045541	ENSRNOG00000045541	direct	LOC687399
ENSRNOG00000045542	NA	unmapped	AC099104.1
ENSRNOG00000045543	ENSRNOG00000045543	direct	FRAT2
ENSRNOG00000045544	ENSRNOG00000020098	symbol	LYPD4
ENSRNOG00000045545	NA	unmapped	EID2B
ENSRNOG00000045546	ENSRNOG00000080512	id_history	OLR530
ENSRNOG00000045548	ENSRNOG00000016883	symbol	ENTPD7
ENSRNOG00000045549	NA	unmapped	AABR07017825.1
ENSRNOG00000045552	NA	unmapped	AC123316.2
ENSRNOG00000045553	ENSRNOG00000045553	direct	PROSER2
ENSRNOG00000045554	ENSRNOG00000045554	direct	FAIM2
ENSRNOG00000045555	ENSRNOG00000045555	direct	ROMO1
ENSRNOG00000045556	ENSRNOG00000045556	direct	MIR3550
ENSRNOG00000045557	NA	unmapped	AC096003.1
ENSRNOG00000045558	ENSRNOG00000045558	direct	CD34
ENSRNOG00000045560	ENSRNOG00000045560	direct	GVIN1
ENSRNOG00000045561	ENSRNOG00000084496	symbol	UQCC3
ENSRNOG00000045563	NA	unmapped	RGD1559804
ENSRNOG00000045565	ENSRNOG00000087954	id_history	OLR1519
ENSRNOG00000045568	ENSRNOG00000045568	direct	RBM14
ENSRNOG00000045569	ENSRNOG00000046968	symbol	NOL8
ENSRNOG00000045570	ENSRNOG00000045570	direct	LOC288978
ENSRNOG00000045572	NA	unmapped	AABR07028492.2
ENSRNOG00000045574	ENSRNOG00000045574	direct	MORN3
ENSRNOG00000045575	NA	unmapped	AABR07042863.1
ENSRNOG00000045576	ENSRNOG00000084179	id_history	OLR77
ENSRNOG00000045577	ENSRNOG00000045577	direct	AABR07039174.1
ENSRNOG00000045578	NA	unmapped	AABR07072546.1
ENSRNOG00000045580	NA	unmapped	AC125982.1
ENSRNOG00000045581	ENSRNOG00000082972	symbol	ERVV-2
ENSRNOG00000045582	ENSRNOG00000078843	id_history	OLR1583
ENSRNOG00000045583	NA	unmapped	AABR07002068.1
ENSRNOG00000045585	ENSRNOG00000045585	direct	DPY19L2
ENSRNOG00000045586	NA	unmapped	AABR07073186.1
ENSRNOG00000045587	ENSRNOG00000045587	direct	VOM2R76
ENSRNOG00000045591	NA	unmapped	AABR07014089.1
ENSRNOG00000045593	ENSRNOG00000045895	symbol	DCP2
ENSRNOG00000045595	ENSRNOG00000045595	direct	TNFSF9
ENSRNOG00000045596	ENSRNOG00000075057	id_history	OLR205
ENSRNOG00000045597	ENSRNOG00000045597	direct	AABR07018132.1
ENSRNOG00000045599	NA	unmapped	AABR07027450.1
ENSRNOG00000045602	NA	unmapped	AC107088.1
ENSRNOG00000045604	NA	unmapped	AC139391.1
ENSRNOG00000045605	ENSRNOG00000045605	direct	UXS1
ENSRNOG00000045607	NA	unmapped	AABR07071993.1
ENSRNOG00000045609	ENSRNOG00000065444	symbol	MIR340-2
ENSRNOG00000045610	NA	unmapped	OLFR822
ENSRNOG00000045611	ENSRNOG00000050024	symbol	MS4A4A
ENSRNOG00000045612	NA	unmapped	TRY5
ENSRNOG00000045614	ENSRNOG00000045614	direct	AABR07049455.1
ENSRNOG00000045615	ENSRNOG00000045615	direct	LOC688286
ENSRNOG00000045616	ENSRNOG00000089309	id_history	OLR1434
ENSRNOG00000045617	ENSRNOG00000045617	direct	PGLYRP3
ENSRNOG00000045618	NA	unmapped	AABR07040686.1
ENSRNOG00000045619	NA	unmapped	AABR07025366.1
ENSRNOG00000045620	NA	unmapped	AABR07052953.1
ENSRNOG00000045621	ENSRNOG00000045621	direct	GATC
ENSRNOG00000045622	ENSRNOG00000045622	direct	SPACA5
ENSRNOG00000045623	ENSRNOG00000045623	direct	CAPN10
ENSRNOG00000045624	ENSRNOG00000089077	id_history	OLR657
ENSRNOG00000045625	ENSRNOG00000074737	id_history	OLR1257
ENSRNOG00000045626	ENSRNOG00000045626	direct	PKD1L2
ENSRNOG00000045627	NA	unmapped	OLR552
ENSRNOG00000045628	NA	unmapped	AABR07034748.1
ENSRNOG00000045629	ENSRNOG00000045629	direct	ATP23
ENSRNOG00000045630	NA	unmapped	AABR07028200.1
ENSRNOG00000045631	ENSRNOG00000087935	id_history	OLR208
ENSRNOG00000045632	ENSRNOG00000045632	direct	AABR07017610.1
ENSRNOG00000045634	ENSRNOG00000045634	direct	OLR513
ENSRNOG00000045635	NA	unmapped	LOC100912474
ENSRNOG00000045636	ENSRNOG00000045636	direct	FASN
ENSRNOG00000045637	ENSRNOG00000045637	direct	RNF14
ENSRNOG00000045638	NA	unmapped	AABR07019083.2
ENSRNOG00000045639	ENSRNOG00000045639	direct	RGD1560883
ENSRNOG00000045641	ENSRNOG00000071303	symbol	GZMC
ENSRNOG00000045643	NA	unmapped	AABR07026271.2
ENSRNOG00000045644	NA	unmapped	LOC102548682
ENSRNOG00000045646	NA	unmapped	LOC102548682
ENSRNOG00000045647	ENSRNOG00000045647	direct	HAX1
ENSRNOG00000045648	ENSRNOG00000076037	id_history	OLR20
ENSRNOG00000045649	ENSRNOG00000045649	direct	ARRDC3
ENSRNOG00000045650	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000045653	ENSRNOG00000063031	symbol	FAM131A
ENSRNOG00000045654	ENSRNOG00000045654	direct	HSPA1B
ENSRNOG00000045655	ENSRNOG00000020781	symbol	TBCB
ENSRNOG00000045656	NA	unmapped	WFDC13
ENSRNOG00000045658	NA	unmapped	AABR07044301.1
ENSRNOG00000045662	NA	unmapped	AABR07049579.1
ENSRNOG00000045663	ENSRNOG00000066176	symbol	PRRG3
ENSRNOG00000045665	ENSRNOG00000045665	direct	AMIGO1
ENSRNOG00000045666	NA	unmapped	AABR07039651.1
ENSRNOG00000045668	ENSRNOG00000045668	direct	IFNAR2
ENSRNOG00000045669	ENSRNOG00000045669	direct	AABR07030335.1
ENSRNOG00000045670	ENSRNOG00000045670	direct	TNFSF12
ENSRNOG00000045672	ENSRNOG00000082700	id_history	OLR1238
ENSRNOG00000045673	ENSRNOG00000030331	symbol	CEACAM6
ENSRNOG00000045674	ENSRNOG00000080353	symbol	VOM2R59
ENSRNOG00000045676	ENSRNOG00000083049	id_history	OLR1455
ENSRNOG00000045677	ENSRNOG00000045677	direct	NLRP6
ENSRNOG00000045678	ENSRNOG00000084880	symbol	KRTAP3-3
ENSRNOG00000045679	ENSRNOG00000045679	direct	APOA1
ENSRNOG00000045680	ENSRNOG00000062814	symbol	CEND1
ENSRNOG00000045681	NA	unmapped	AABR07057347.1
ENSRNOG00000045682	NA	unmapped	AABR07060992.1
ENSRNOG00000045683	ENSRNOG00000045683	direct	MFAP4
ENSRNOG00000045684	ENSRNOG00000031716	symbol	ECM2
ENSRNOG00000045685	ENSRNOG00000078814	id_history	OLR613
ENSRNOG00000045686	ENSRNOG00000045686	direct	NFS1
ENSRNOG00000045688	NA	unmapped	NA
ENSRNOG00000045689	NA	unmapped	AABR07037645.1
ENSRNOG00000045690	ENSRNOG00000082631	id_history	OLR404
ENSRNOG00000045691	NA	unmapped	AABR07058795.1
ENSRNOG00000045692	ENSRNOG00000071858	id_history	OLR209
ENSRNOG00000045693	NA	unmapped	LOC108348103
ENSRNOG00000045694	ENSRNOG00000078798	id_history	OLR545
ENSRNOG00000045695	ENSRNOG00000045695	direct	RLIML1
ENSRNOG00000045696	NA	unmapped	AABR07028979.1
ENSRNOG00000045697	ENSRNOG00000045697	direct	CCDC110
ENSRNOG00000045698	ENSRNOG00000062543	symbol	LIN7C
ENSRNOG00000045701	NA	unmapped	AABR07028477.2
ENSRNOG00000045702	ENSRNOG00000083405	id_history	OLR686
ENSRNOG00000045706	NA	unmapped	AABR07004852.1
ENSRNOG00000045707	NA	unmapped	AABR07054705.1
ENSRNOG00000045711	ENSRNOG00000079422	id_history	OLR1624
ENSRNOG00000045713	ENSRNOG00000089090	id_history	OLR1142
ENSRNOG00000045715	NA	unmapped	AABR07062799.1
ENSRNOG00000045719	ENSRNOG00000082524	id_history	OLR401
ENSRNOG00000045720	NA	unmapped	LOC100125384
ENSRNOG00000045721	ENSRNOG00000060266	symbol	EXOC2
ENSRNOG00000045722	ENSRNOG00000045722	direct	MIR3084A
ENSRNOG00000045723	NA	unmapped	AABR07030921.1
ENSRNOG00000045726	ENSRNOG00000074975	id_history	OLR310
ENSRNOG00000045728	ENSRNOG00000045728	direct	AABR07033887.1
ENSRNOG00000045729	ENSRNOG00000045729	direct	AC117058.1
ENSRNOG00000045732	ENSRNOG00000045732	direct	FPR-RS3
ENSRNOG00000045733	ENSRNOG00000045733	direct	LOC298139
ENSRNOG00000045736	NA	unmapped	AABR07069238.1
ENSRNOG00000045737	ENSRNOG00000045737	direct	LOC302192
ENSRNOG00000045738	ENSRNOG00000045738	direct	AK4
ENSRNOG00000045739	NA	unmapped	AC116071.1
ENSRNOG00000045740	ENSRNOG00000045740	direct	TMX3
ENSRNOG00000045741	NA	unmapped	AABR07071891.2
ENSRNOG00000045742	ENSRNOG00000066275	symbol	CYB5D1
ENSRNOG00000045743	ENSRNOG00000045743	direct	ETNPPL
ENSRNOG00000045745	ENSRNOG00000071537	id_history	OLR634
ENSRNOG00000045746	NA	unmapped	AABR07007744.1
ENSRNOG00000045747	ENSRNOG00000067065	symbol	CAPNS1
ENSRNOG00000045748	ENSRNOG00000090677	id_history	OLR1532
ENSRNOG00000045749	ENSRNOG00000045749	direct	AC105515.1
ENSRNOG00000045751	ENSRNOG00000067169	id_history	LOC688321
ENSRNOG00000045752	ENSRNOG00000045752	direct	RRM1
ENSRNOG00000045753	ENSRNOG00000070916	symbol	HIST2H2BE
ENSRNOG00000045754	ENSRNOG00000072466	id_history	OLR1504
ENSRNOG00000045755	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000045757	NA	unmapped	OBP1F
ENSRNOG00000045758	NA	unmapped	AABR07015555.1
ENSRNOG00000045759	NA	unmapped	AC135443.1
ENSRNOG00000045760	ENSRNOG00000045760	direct	EBNA1BP2
ENSRNOG00000045761	ENSRNOG00000073018	id_history	OLR380
ENSRNOG00000045762	NA	unmapped	AABR07018048.1
ENSRNOG00000045763	NA	unmapped	AABR07004022.1
ENSRNOG00000045764	NA	unmapped	CXXC4
ENSRNOG00000045765	ENSRNOG00000068599	id_history	MGC94207
ENSRNOG00000045767	NA	unmapped	AABR07070238.2
ENSRNOG00000045768	NA	unmapped	AABR07039506.1
ENSRNOG00000045770	ENSRNOG00000045770	direct	HIRA
ENSRNOG00000045771	ENSRNOG00000045771	direct	CHL1
ENSRNOG00000045772	ENSRNOG00000028896	symbol	A2M
ENSRNOG00000045775	ENSRNOG00000045775	direct	RNPEPL1
ENSRNOG00000045778	NA	unmapped	AC119603.1
ENSRNOG00000045779	ENSRNOG00000045779	direct	AABR07039210.2
ENSRNOG00000045781	NA	unmapped	MIR3561
ENSRNOG00000045783	ENSRNOG00000090473	id_history	OLR6
ENSRNOG00000045785	ENSRNOG00000002070	symbol	MRPL1
ENSRNOG00000045786	NA	unmapped	AABR07065693.1
ENSRNOG00000045790	ENSRNOG00000058439	symbol	FAM50A
ENSRNOG00000045791	ENSRNOG00000045791	direct	EIF4A3
ENSRNOG00000045792	NA	unmapped	OLR595
ENSRNOG00000045793	ENSRNOG00000089639	id_history	OLR1220
ENSRNOG00000045795	ENSRNOG00000045795	direct	GATD1
ENSRNOG00000045797	ENSRNOG00000045797	direct	LEP
ENSRNOG00000045798	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000045799	ENSRNOG00000084687	symbol	RUP2
ENSRNOG00000045800	NA	unmapped	AABR07016640.2
ENSRNOG00000045801	ENSRNOG00000077667	symbol	ABO2
ENSRNOG00000045802	ENSRNOG00000076423	id_history	OLR1374
ENSRNOG00000045804	NA	unmapped	LOC100362978
ENSRNOG00000045806	NA	unmapped	AABR07012616.1
ENSRNOG00000045807	ENSRNOG00000066809	id_history	OLR484
ENSRNOG00000045808	ENSRNOG00000079058	id_history	OLR95
ENSRNOG00000045809	ENSRNOG00000071358	symbol	5S_RRNA
ENSRNOG00000045811	ENSRNOG00000077978	symbol	CLDN5
ENSRNOG00000045814	ENSRNOG00000004424	symbol	RABIF
ENSRNOG00000045815	ENSRNOG00000085043	id_history	OLR901
ENSRNOG00000045816	ENSRNOG00000045816	direct	GRIA1
ENSRNOG00000045817	ENSRNOG00000073238	id_history	OLR785
ENSRNOG00000045818	ENSRNOG00000045818	direct	LOC684444
ENSRNOG00000045819	ENSRNOG00000078093	symbol	H2AJ
ENSRNOG00000045821	ENSRNOG00000045821	direct	SLC41A3
ENSRNOG00000045824	ENSRNOG00000028902	symbol	SPINK14
ENSRNOG00000045826	NA	unmapped	AABR07014756.1
ENSRNOG00000045828	ENSRNOG00000088474	id_history	OLR802
ENSRNOG00000045829	ENSRNOG00000045829	direct	THBS1
ENSRNOG00000045831	ENSRNOG00000045831	direct	LMOD2
ENSRNOG00000045832	ENSRNOG00000074621	id_history	OLR598
ENSRNOG00000045833	NA	unmapped	AABR07036187.1
ENSRNOG00000045837	NA	unmapped	AABR07042611.1
ENSRNOG00000045838	ENSRNOG00000045838	direct	HPS1
ENSRNOG00000045839	NA	unmapped	AABR07011857.1
ENSRNOG00000045840	ENSRNOG00000066473	id_history	HIST2H4
ENSRNOG00000045841	ENSRNOG00000084366	id_history	OLR315
ENSRNOG00000045842	ENSRNOG00000089785	id_history	OLR103
ENSRNOG00000045843	ENSRNOG00000045843	direct	RUSC2
ENSRNOG00000045844	ENSRNOG00000045844	direct	IMPACT
ENSRNOG00000045846	ENSRNOG00000045846	direct	RFX2
ENSRNOG00000045847	ENSRNOG00000082996	id_history	OLR748
ENSRNOG00000045850	NA	unmapped	AABR07053886.1
ENSRNOG00000045851	NA	unmapped	AC135454.1
ENSRNOG00000045854	ENSRNOG00000045854	direct	ZFP277
ENSRNOG00000045857	ENSRNOG00000077115	symbol	TMED8
ENSRNOG00000045860	ENSRNOG00000045860	direct	U2AF1
ENSRNOG00000045861	NA	unmapped	AABR07027736.1
ENSRNOG00000045862	NA	unmapped	AABR07006823.1
