feature_ID	symbol	biotype
ENSRNOG00000017883	Camsap1	protein_coding
ENSRNOG00000017884	Dnajb6-ps10	protein_coding
ENSRNOG00000017887	Mutyh	protein_coding
ENSRNOG00000017888	Ctsr	protein_coding
ENSRNOG00000017889	Serac1	protein_coding
ENSRNOG00000017890	Crhbp	protein_coding
ENSRNOG00000017893	Baiap3	protein_coding
ENSRNOG00000017895	Eno1	protein_coding
ENSRNOG00000017897	Adam8	protein_coding
ENSRNOG00000017899	Akr7a3	protein_coding
ENSRNOG00000017901	Acy3	protein_coding
ENSRNOG00000017904	Nol7	protein_coding
ENSRNOG00000017905	Map1lc3b	protein_coding
ENSRNOG00000017906	Or10ac1	protein_coding
ENSRNOG00000017907	Ube2i	protein_coding
ENSRNOG00000017908	Pnliprp1	protein_coding
ENSRNOG00000017911	Tcaf1	protein_coding
ENSRNOG00000017912	Atp2a3	protein_coding
ENSRNOG00000017913	Atg16l1	protein_coding
ENSRNOG00000017914	Cavin3	protein_coding
ENSRNOG00000017915	Dvl2	protein_coding
ENSRNOG00000017916	Rexo1	protein_coding
ENSRNOG00000017917	Cdhr2	protein_coding
ENSRNOG00000017918	Iglon5	protein_coding
ENSRNOG00000017919	Nup133	protein_coding
ENSRNOG00000017925	Gapvd1	protein_coding
ENSRNOG00000017927	Drd4	protein_coding
ENSRNOG00000017930	Lpcat1	protein_coding
ENSRNOG00000017932	St3gal2	protein_coding
ENSRNOG00000017933	Ccdc3	protein_coding
ENSRNOG00000017938	Btaf1	protein_coding
ENSRNOG00000017939	Chn1	protein_coding
ENSRNOG00000017940	Rere	protein_coding
ENSRNOG00000017941	Optn	protein_coding
ENSRNOG00000017944	Tbx10	protein_coding
ENSRNOG00000017945	Serf1	protein_coding
ENSRNOG00000017949	Mvb12a	protein_coding
ENSRNOG00000017951	Ranbp9	protein_coding
ENSRNOG00000017952	Septin2	protein_coding
ENSRNOG00000017953	Gfod2	protein_coding
ENSRNOG00000017954	Prelid3a	protein_coding
ENSRNOG00000017956	Golga7	protein_coding
ENSRNOG00000017959	Cfap100	protein_coding
ENSRNOG00000017960	Deaf1	protein_coding
ENSRNOG00000017962	Serpinb6a	protein_coding
ENSRNOG00000017963	Zfp58	protein_coding
ENSRNOG00000017964	Slc22a25	protein_coding
ENSRNOG00000017965	Afg3l2	protein_coding
ENSRNOG00000017967	Asb13	protein_coding
ENSRNOG00000017969	Olfm3	protein_coding
ENSRNOG00000017974	Gprin1	protein_coding
ENSRNOG00000017975	Dnajb13	protein_coding
ENSRNOG00000017976	Slco2b1	protein_coding
ENSRNOG00000017977	Smpd1	protein_coding
ENSRNOG00000017979	Mrto4	protein_coding
ENSRNOG00000017980	Itgal	protein_coding
ENSRNOG00000017981	Mcm10	protein_coding
ENSRNOG00000017982	Pnliprp2	protein_coding
ENSRNOG00000017983	Ubac1	protein_coding
ENSRNOG00000017986	Zfp458	protein_coding
ENSRNOG00000017987	Ucma	protein_coding
ENSRNOG00000017988	Mcur1	protein_coding
ENSRNOG00000017990	Ubap2l	protein_coding
ENSRNOG00000017991	Cdk20	protein_coding
ENSRNOG00000017993	Abcb10	protein_coding
ENSRNOG00000017996	Cryba2	protein_coding
ENSRNOG00000017997	Nek4	protein_coding
ENSRNOG00000018000	Ranbp10	protein_coding
ENSRNOG00000018003	F2rl1	protein_coding
ENSRNOG00000018005	Duoxa1	protein_coding
ENSRNOG00000018006	Skor2	protein_coding
ENSRNOG00000018007	Gtf2h5	protein_coding
ENSRNOG00000018009	Rab8b	protein_coding
ENSRNOG00000018011	Tasor2	protein_coding
ENSRNOG00000018012	Tulp4	protein_coding
ENSRNOG00000018018	Kcnip2	protein_coding
ENSRNOG00000018019	Hspa12a	protein_coding
ENSRNOG00000018020	Apbb1	protein_coding
ENSRNOG00000018021	Brix1	protein_coding
ENSRNOG00000018023	Bin3	protein_coding
ENSRNOG00000018027	Taf5l1	protein_coding
ENSRNOG00000018028	Testin	protein_coding
ENSRNOG00000018029	Doc2g	protein_coding
ENSRNOG00000018033	Ddx19b	protein_coding
ENSRNOG00000018039	Sncb	protein_coding
ENSRNOG00000018040	Gins4	protein_coding
ENSRNOG00000018042	Mrpl48	protein_coding
ENSRNOG00000018044	Phyh	protein_coding
ENSRNOG00000018045	AABR07007730.1	protein_coding
ENSRNOG00000018046	Lgals8	protein_coding
ENSRNOG00000018047	Gorasp1	protein_coding
ENSRNOG00000018048	Dctn5	protein_coding
ENSRNOG00000018051	Farp2	protein_coding
ENSRNOG00000018052	Cnksr3	protein_coding
ENSRNOG00000018053	Fech	protein_coding
ENSRNOG00000018054	F2rl2	protein_coding
ENSRNOG00000018057	Mrpl2	protein_coding
ENSRNOG00000018059	Ihh	protein_coding
ENSRNOG00000018063	Rad1	protein_coding
ENSRNOG00000018066	Bccip	protein_coding
ENSRNOG00000018067	Smn1	protein_coding
ENSRNOG00000018068	Ndufs6-ps1	protein_coding
ENSRNOG00000018069	Ngdn	protein_coding
ENSRNOG00000018070	Rnf182	protein_coding
ENSRNOG00000018075	Spcs1	protein_coding
ENSRNOG00000018076	Fmo5	protein_coding
ENSRNOG00000018077	Gpat4	protein_coding
ENSRNOG00000018078	Or2at1	protein_coding
ENSRNOG00000018081	Lactb	protein_coding
ENSRNOG00000018082	Slc26a2	protein_coding
ENSRNOG00000018083	LOC102548890	protein_coding
ENSRNOG00000018086	Slc22a8	protein_coding
ENSRNOG00000018087	Vim	protein_coding
ENSRNOG00000018089	Sra1	protein_coding
ENSRNOG00000018090	Ppp6r1	protein_coding
ENSRNOG00000018091	Gdi2	protein_coding
ENSRNOG00000018092	Cd83	protein_coding
ENSRNOG00000018094	Sv2c	protein_coding
ENSRNOG00000018095	Nkiras2	protein_coding
ENSRNOG00000018097	Emc1	protein_coding
ENSRNOG00000018101	Klc3	protein_coding
ENSRNOG00000018105	Thtpa	protein_coding
ENSRNOG00000018106	Neu3	protein_coding
ENSRNOG00000018107	Zfand5	protein_coding
ENSRNOG00000018109	Clic4	protein_coding
ENSRNOG00000018110	Svil	protein_coding
ENSRNOG00000018111	Slc12a5	protein_coding
ENSRNOG00000018113	Anlnl1	protein_coding
ENSRNOG00000018114	Acadvl	protein_coding
ENSRNOG00000018117	Ndufv1	protein_coding
ENSRNOG00000018118	Atad3a	protein_coding
ENSRNOG00000018119	Dhx32	protein_coding
ENSRNOG00000018122	Tspan17	protein_coding
ENSRNOG00000018123	Ccny	protein_coding
ENSRNOG00000018125	Sephs1	protein_coding
ENSRNOG00000018126	Abca1	protein_coding
ENSRNOG00000018128	Unc50	protein_coding
ENSRNOG00000018129	Ndufab1	protein_coding
ENSRNOG00000018131	Slc16a4	protein_coding
ENSRNOG00000018132	Hmgxb3	protein_coding
ENSRNOG00000018137	Tubgcp2	protein_coding
ENSRNOG00000018140	Smad2	protein_coding
ENSRNOG00000018141	Kiaa0319	protein_coding
ENSRNOG00000018143	Hpdl	protein_coding
ENSRNOG00000018144	Depdc5	protein_coding
ENSRNOG00000018145	Crat	protein_coding
ENSRNOG00000018147	Nkx6-3	protein_coding
ENSRNOG00000018149	Smarca5	protein_coding
ENSRNOG00000018153	Rbm5	protein_coding
ENSRNOG00000018158	Tmem181	protein_coding
ENSRNOG00000018159	Anxa4	protein_coding
ENSRNOG00000018160	Zswim5	protein_coding
ENSRNOG00000018162	Nhej1	protein_coding
ENSRNOG00000018163	Ipcef1	protein_coding
ENSRNOG00000018164	Spcs2	protein_coding
ENSRNOG00000018166	Prkab2	protein_coding
ENSRNOG00000018167	Tmem221	protein_coding
ENSRNOG00000018168	Klc4	protein_coding
ENSRNOG00000018170	Slc27a1	protein_coding
ENSRNOG00000018176	Rab6a	protein_coding
ENSRNOG00000018177	Dhrs2	protein_coding
ENSRNOG00000018179	Glt8d1	protein_coding
ENSRNOG00000018181	Stk25	protein_coding
ENSRNOG00000018183	Ubr4	protein_coding
ENSRNOG00000018184	Tpm1	protein_coding
ENSRNOG00000018185	Sag	protein_coding
ENSRNOG00000018186	Lamtor5	protein_coding
ENSRNOG00000018191	Oprm1	protein_coding
ENSRNOG00000018193	Poc5	protein_coding
ENSRNOG00000018194	Srrm1	protein_coding
ENSRNOG00000018198	Dapk1	protein_coding
ENSRNOG00000018202	Spata31	protein_coding
ENSRNOG00000018205	Ttl	protein_coding
ENSRNOG00000018207	Dynlt1	protein_coding
ENSRNOG00000018211	Urod	protein_coding
ENSRNOG00000018214	Bok	protein_coding
ENSRNOG00000018215	Slc22a6	protein_coding
ENSRNOG00000018217	Syt5	protein_coding
ENSRNOG00000018220	Pde4dip	protein_coding
ENSRNOG00000018225	Tp53inp2	protein_coding
ENSRNOG00000018226	Zcchc14	protein_coding
ENSRNOG00000018227	Mfsd14b	protein_coding
ENSRNOG00000018228	Cog2	protein_coding
ENSRNOG00000018229	Slc45a1	protein_coding
ENSRNOG00000018230	Gtf2h2	protein_coding
ENSRNOG00000018231	Nacc2	protein_coding
ENSRNOG00000018232	Srf	protein_coding
ENSRNOG00000018233	Gas6	protein_coding
ENSRNOG00000018236	Cym	protein_coding
ENSRNOG00000018237	Gstp1	protein_coding
ENSRNOG00000018238	Nuggc	protein_coding
ENSRNOG00000018239	Dhrs4	protein_coding
ENSRNOG00000018241	Ank1	protein_coding
ENSRNOG00000018242	Camkk1	protein_coding
ENSRNOG00000018243	Ubfd1	protein_coding
ENSRNOG00000018246	Tdp2	protein_coding
ENSRNOG00000018247	Dhx58	protein_coding
ENSRNOG00000018250	Tnni3	protein_coding
ENSRNOG00000018251	Mrc1	protein_coding
ENSRNOG00000018254	Sncaip	protein_coding
ENSRNOG00000018255	Clptm1	protein_coding
ENSRNOG00000018257	Hpx	protein_coding
ENSRNOG00000018260	Hrh2	protein_coding
ENSRNOG00000018262	Ampd3	protein_coding
ENSRNOG00000018266	Slc23a3	protein_coding
ENSRNOG00000018267	B3gnt7	protein_coding
ENSRNOG00000018268	Hhip	protein_coding
ENSRNOG00000018271	Scamp4	protein_coding
ENSRNOG00000018272	Zfp511	protein_coding
ENSRNOG00000018273	Ncl	protein_coding
ENSRNOG00000018276	Mgat4a	protein_coding
ENSRNOG00000018279	Sfxn1	protein_coding
ENSRNOG00000018281	Uqcrfs1	protein_coding
ENSRNOG00000018282	Gda	protein_coding
ENSRNOG00000018285	Kcna2	protein_coding
ENSRNOG00000018286	Chrna1	protein_coding
ENSRNOG00000018287	Gstp3	protein_coding
ENSRNOG00000018288	Ncoa6	protein_coding
ENSRNOG00000018289	Park7	protein_coding
ENSRNOG00000018290	Alx3	protein_coding
ENSRNOG00000018293	Strip1	protein_coding
ENSRNOG00000018294	Hspa5	protein_coding
ENSRNOG00000018295	Ccar2	protein_coding
ENSRNOG00000018296	Anapc10	protein_coding
ENSRNOG00000018297	Marveld2	protein_coding
ENSRNOG00000018301	Hrasl1	protein_coding
ENSRNOG00000018304	Lars1	protein_coding
ENSRNOG00000018305	St8sia3	protein_coding
ENSRNOG00000018309	Chd4	protein_coding
ENSRNOG00000018310	Eno4	protein_coding
ENSRNOG00000018311	Cd19	protein_coding
ENSRNOG00000018316	Grap2	protein_coding
ENSRNOG00000018317	Aak1	protein_coding
ENSRNOG00000018319	Pisd	protein_coding
ENSRNOG00000018320	Rps15a	protein_coding
ENSRNOG00000018321	Sytl3	protein_coding
ENSRNOG00000018322	Picalm	protein_coding
ENSRNOG00000018325	Cnppd1	protein_coding
ENSRNOG00000018326	Pgls	protein_coding
ENSRNOG00000018327	Fank1	protein_coding
ENSRNOG00000018330	Fam83f	protein_coding
ENSRNOG00000018333	Rbm6	protein_coding
ENSRNOG00000018334	Ctu1	protein_coding
ENSRNOG00000018336	Eps8l2	protein_coding
ENSRNOG00000018337	Caly	protein_coding
ENSRNOG00000018338	Vwa1	protein_coding
ENSRNOG00000018339	Cabp2	protein_coding
ENSRNOG00000018342	Ctif	protein_coding
ENSRNOG00000018343	Isca1	protein_coding
ENSRNOG00000018345	Abce1	protein_coding
ENSRNOG00000018346	Agtr1a	protein_coding
ENSRNOG00000018349	Polr1b	protein_coding
ENSRNOG00000018350	Shtn1	protein_coding
ENSRNOG00000018351	Thap4	protein_coding
ENSRNOG00000018353	Rad17	protein_coding
ENSRNOG00000018355	Msx2	protein_coding
ENSRNOG00000018356	Trim3	protein_coding
ENSRNOG00000018358	Nt5dc2	protein_coding
ENSRNOG00000018359	Smad7	protein_coding
ENSRNOG00000018363	Hectd3	protein_coding
ENSRNOG00000018364	Kat2a	protein_coding
ENSRNOG00000018366	Cracdl	protein_coding
ENSRNOG00000018367	Taldo1	protein_coding
ENSRNOG00000018369	Prx	protein_coding
ENSRNOG00000018371	Tubb6	protein_coding
ENSRNOG00000018372	Cul9	protein_coding
ENSRNOG00000018373	Tln2	protein_coding
ENSRNOG00000018375	Eif2b3	protein_coding
ENSRNOG00000018378	Cacnb2	protein_coding
ENSRNOG00000018379	Zfp688	protein_coding
ENSRNOG00000018381	LOC120093069	protein_coding
ENSRNOG00000018382	Inpp4b	protein_coding
ENSRNOG00000018384	Adam12	protein_coding
ENSRNOG00000018387	Wdr7	protein_coding
ENSRNOG00000018390	Pld3	protein_coding
ENSRNOG00000018391	Cdk2ap2	protein_coding
ENSRNOG00000018393	Uts2	protein_coding
ENSRNOG00000018394	Chrdl2	protein_coding
ENSRNOG00000018395	Usp40	protein_coding
ENSRNOG00000018396	Prpf18	protein_coding
ENSRNOG00000018397	Dnph1	protein_coding
ENSRNOG00000018399	Cpne6	protein_coding
ENSRNOG00000018400	Golm1	protein_coding
ENSRNOG00000018402	Apoc2	protein_coding
ENSRNOG00000018403	Atg4b	protein_coding
ENSRNOG00000018404	Aars1	protein_coding
ENSRNOG00000018405	Apoc4	protein_coding
ENSRNOG00000018406	Wipf1	protein_coding
ENSRNOG00000018407	Gjd4	protein_coding
ENSRNOG00000018408	C1h19orf47	protein_coding
ENSRNOG00000018410	Nfu1	protein_coding
ENSRNOG00000018411	Pold3	protein_coding
ENSRNOG00000018412	Sfi1	protein_coding
ENSRNOG00000018413	Per3	protein_coding
ENSRNOG00000018414	Csf1r	protein_coding
ENSRNOG00000018415	Acot13	protein_coding
ENSRNOG00000018416	Ttbk1	protein_coding
ENSRNOG00000018417	Naa35	protein_coding
ENSRNOG00000018420	Slc22a7	protein_coding
ENSRNOG00000018421	Aen	protein_coding
ENSRNOG00000018425	Dym	protein_coding
ENSRNOG00000018426	Apoc1	protein_coding
ENSRNOG00000018427	Lhx3	protein_coding
ENSRNOG00000018430	Grk1	protein_coding
ENSRNOG00000018434	Stab1	protein_coding
ENSRNOG00000018436	Apoa5	protein_coding
ENSRNOG00000018440	Arfip2	protein_coding
ENSRNOG00000018441	Ggt7	protein_coding
ENSRNOG00000018445	Agt	protein_coding
ENSRNOG00000018446	Prap1	protein_coding
ENSRNOG00000018452	Unc13a	protein_coding
ENSRNOG00000018453	Nop2	protein_coding
ENSRNOG00000018454	Apoe	protein_coding
ENSRNOG00000018456	C17h6orf62	protein_coding
ENSRNOG00000018457	Ptpa	protein_coding
ENSRNOG00000018461	Pdgfrb	protein_coding
ENSRNOG00000018462	Rabep2	protein_coding
ENSRNOG00000018463	Dynlt4	protein_coding
ENSRNOG00000018464	Lipt1	protein_coding
ENSRNOG00000018466	Prss34	protein_coding
ENSRNOG00000018467	Mitd1	protein_coding
ENSRNOG00000018468	Ldb1	protein_coding
ENSRNOG00000018475	Eif4enif1	protein_coding
ENSRNOG00000018476	Fuom	protein_coding
ENSRNOG00000018477	Otud4	protein_coding
ENSRNOG00000018478	Myo3a	protein_coding
ENSRNOG00000018480	Capn9	protein_coding
ENSRNOG00000018481	Zpr1	protein_coding
ENSRNOG00000018483	Smad1	protein_coding
ENSRNOG00000018484	Plk3	protein_coding
ENSRNOG00000018485	Gpr155	protein_coding
ENSRNOG00000018486	C3h9orf50	protein_coding
ENSRNOG00000018487	Slc3a2	protein_coding
ENSRNOG00000018488	Cd40	protein_coding
ENSRNOG00000018489	Or14p1	protein_coding
ENSRNOG00000018491	Chchd5	protein_coding
ENSRNOG00000018494	Ppp1r3c	protein_coding
ENSRNOG00000018500	Frmd4a	protein_coding
ENSRNOG00000018502	Mon1a	protein_coding
ENSRNOG00000018503	AC098008.1	protein_coding
ENSRNOG00000018505	Cidea	protein_coding
ENSRNOG00000018506	Or52k1	protein_coding
ENSRNOG00000018507	Gfpt1	protein_coding
ENSRNOG00000018508	Or52k2	protein_coding
ENSRNOG00000018509	Cx3cr1	protein_coding
ENSRNOG00000018510	Cdk7	protein_coding
ENSRNOG00000018512	Or52p2	protein_coding
ENSRNOG00000018514	Or51r1	protein_coding
ENSRNOG00000018515	Det1	protein_coding
ENSRNOG00000018516	Impa2	protein_coding
ENSRNOG00000018517	Trim21	protein_coding
ENSRNOG00000018518	Prr14	protein_coding
ENSRNOG00000018520	Nsun6	protein_coding
ENSRNOG00000018521	Nmur1	protein_coding
ENSRNOG00000018524	Ezr	protein_coding
ENSRNOG00000018525	Slc4a9	protein_coding
ENSRNOG00000018526	Dlg4	protein_coding
ENSRNOG00000018528	Nrl	protein_coding
ENSRNOG00000018529	Csnk1g2	protein_coding
ENSRNOG00000018531	Mrps11	protein_coding
ENSRNOG00000018532	Pcgf5	protein_coding
ENSRNOG00000018533	Iffo1	protein_coding
ENSRNOG00000018536	Pck2	protein_coding
ENSRNOG00000018541	Or55b10	protein_coding
ENSRNOG00000018543	Atp4b	protein_coding
ENSRNOG00000018547	Mrpl46	protein_coding
ENSRNOG00000018549	Fbh1	protein_coding
ENSRNOG00000018550	Ncbp3	protein_coding
ENSRNOG00000018551	Or51e1	protein_coding
ENSRNOG00000018552	Slc25a38	protein_coding
ENSRNOG00000018553	Pitpnm1	protein_coding
ENSRNOG00000018556	Tomm40	protein_coding
ENSRNOG00000018557	Cdh22	protein_coding
ENSRNOG00000018559	Tex44	protein_coding
ENSRNOG00000018561	Pprc1	protein_coding
ENSRNOG00000018564	Nup93	protein_coding
ENSRNOG00000018566	Ctsl	protein_coding
ENSRNOG00000018567	Slc20a1	protein_coding
ENSRNOG00000018568	Rab5c	protein_coding
ENSRNOG00000018569	Ahcyl1	protein_coding
ENSRNOG00000018570	C1qtnf3	protein_coding
ENSRNOG00000018574	Qsox2	protein_coding
ENSRNOG00000018576	Rcan3	protein_coding
ENSRNOG00000018577	Neil1	protein_coding
ENSRNOG00000018580	Klk8	protein_coding
ENSRNOG00000018582	Exosc6	protein_coding
ENSRNOG00000018584	Ptma	protein_coding
ENSRNOG00000018586	Retreg2	protein_coding
ENSRNOG00000018590	Drg1	protein_coding
ENSRNOG00000018591	Rabepk	protein_coding
ENSRNOG00000018593	Txndc9	protein_coding
ENSRNOG00000018598	Ankrd1	protein_coding
ENSRNOG00000018599	Gga2	protein_coding
ENSRNOG00000018602	Camta1	protein_coding
ENSRNOG00000018603	Carns1	protein_coding
ENSRNOG00000018604	Tufm	protein_coding
ENSRNOG00000018606	Olr59	protein_coding
ENSRNOG00000018610	Pde6d	protein_coding
ENSRNOG00000018611	Tpsb2	protein_coding
ENSRNOG00000018613	Crip3	protein_coding
ENSRNOG00000018615	Cenph	protein_coding
ENSRNOG00000018623	Rev1	protein_coding
ENSRNOG00000018627	Plekhb1	protein_coding
ENSRNOG00000018630	Gapdh	protein_coding
ENSRNOG00000018631	Enkur	protein_coding
ENSRNOG00000018639	Zfand2b	protein_coding
ENSRNOG00000018642	Leng8	protein_coding
ENSRNOG00000018644	Slc6a7	protein_coding
ENSRNOG00000018645	Rpsa	protein_coding
ENSRNOG00000018646	Hbegf	protein_coding
ENSRNOG00000018647	Mrpl20	protein_coding
ENSRNOG00000018648	Mppe1	protein_coding
ENSRNOG00000018649	Slc35c2	protein_coding
ENSRNOG00000018650	Ap3m2	protein_coding
ENSRNOG00000018651	Agtpbp1	protein_coding
ENSRNOG00000018653	Pfdn1	protein_coding
ENSRNOG00000018655	Adsl	protein_coding
ENSRNOG00000018656	Ampd1	protein_coding
ENSRNOG00000018657	Scrn3	protein_coding
ENSRNOG00000018659	Csf1	protein_coding
ENSRNOG00000018662	Amacr	protein_coding
ENSRNOG00000018664	Klk7	protein_coding
ENSRNOG00000018665	Bud13	protein_coding
ENSRNOG00000018666	Gpsm1	protein_coding
ENSRNOG00000018668	Glg1	protein_coding
ENSRNOG00000018669	Jak3	protein_coding
ENSRNOG00000018671	Commd4	protein_coding
ENSRNOG00000018673	Sec22b	protein_coding
ENSRNOG00000018674	Ntrk3	protein_coding
ENSRNOG00000018676	C18h18orf32	protein_coding
ENSRNOG00000018677	Akt2	protein_coding
ENSRNOG00000018679	Rptn	protein_coding
ENSRNOG00000018680	Rpl17	protein_coding
ENSRNOG00000018681	Nes	protein_coding
ENSRNOG00000018683	Dock1	protein_coding
ENSRNOG00000018686	Atxn2l	protein_coding
ENSRNOG00000018687	Fbxw2	protein_coding
ENSRNOG00000018689	C8h15orf39	protein_coding
ENSRNOG00000018690	Rgs17	protein_coding
ENSRNOG00000018691	Ccnl2	protein_coding
ENSRNOG00000018693	Asgr1	protein_coding
ENSRNOG00000018694	Lipg	protein_coding
ENSRNOG00000018697	Abcb6	protein_coding
ENSRNOG00000018698	Wac	protein_coding
ENSRNOG00000018700	Mobp	protein_coding
ENSRNOG00000018701	Tpsg1	protein_coding
ENSRNOG00000018704	Nolc1	protein_coding
ENSRNOG00000018706	Il15ra	protein_coding
ENSRNOG00000018708	Ppp1ca	protein_coding
ENSRNOG00000018709	Patz1	protein_coding
ENSRNOG00000018712	Camk2a	protein_coding
ENSRNOG00000018715	Clec10a	protein_coding
ENSRNOG00000018716	Dennd2c	protein_coding
ENSRNOG00000018718	Rpp30	protein_coding
ENSRNOG00000018719	Cir1	protein_coding
ENSRNOG00000018723	Cops7b	protein_coding
ENSRNOG00000018724	Zfp474	protein_coding
ENSRNOG00000018725	Phkg2	protein_coding
ENSRNOG00000018729	Rad9a	protein_coding
ENSRNOG00000018730	Nectin2	protein_coding
ENSRNOG00000018735	Cd74	protein_coding
ENSRNOG00000018739	Pax7	protein_coding
ENSRNOG00000018740	Ugt1a5	protein_coding
ENSRNOG00000018741	Zfp318	protein_coding
ENSRNOG00000018742	Klk11	protein_coding
ENSRNOG00000018745	Sgsm3	protein_coding
ENSRNOG00000018746	Slc30a5	protein_coding
ENSRNOG00000018747	Elmo2	protein_coding
ENSRNOG00000018748	Slc16a11	protein_coding
ENSRNOG00000018749	Best4	protein_coding
ENSRNOG00000018752	Clcf1	protein_coding
ENSRNOG00000018755	Acss2	protein_coding
ENSRNOG00000018759	Slc45a2	protein_coding
ENSRNOG00000018760	Mpp7	protein_coding
ENSRNOG00000018761	Eif3c	protein_coding
ENSRNOG00000018762	Rsph3	protein_coding
ENSRNOG00000018764	B3gnt3	protein_coding
ENSRNOG00000018765	Pold4	protein_coding
ENSRNOG00000018766	Rrp8	protein_coding
ENSRNOG00000018767	Rbm17	protein_coding
ENSRNOG00000018770	Pmaip1	protein_coding
ENSRNOG00000018773	Mtrf1l	protein_coding
ENSRNOG00000018774	Rps14	protein_coding
ENSRNOG00000018775	Cystm1	protein_coding
ENSRNOG00000018778	Cadm1	protein_coding
ENSRNOG00000018780	Sh3rf2	protein_coding
ENSRNOG00000018781	Map1s	protein_coding
ENSRNOG00000018782	Gmnn	protein_coding
ENSRNOG00000018783	Bcas2	protein_coding
ENSRNOG00000018784	Jph3	protein_coding
ENSRNOG00000018788	Btbd2	protein_coding
ENSRNOG00000018790	Kcnh4	protein_coding
ENSRNOG00000018791	Dnlz	protein_coding
ENSRNOG00000018792	Tekt4	protein_coding
ENSRNOG00000018795	Rpl18a	protein_coding
ENSRNOG00000018796	Herpud1	protein_coding
ENSRNOG00000018797	Myrip	protein_coding
ENSRNOG00000018798	Bcan	protein_coding
ENSRNOG00000018801	Klhdc4	protein_coding
ENSRNOG00000018803	Mrtfa	protein_coding
ENSRNOG00000018804	Ripor2	protein_coding
ENSRNOG00000018808	Vip	protein_coding
ENSRNOG00000018809	Psmd5	protein_coding
ENSRNOG00000018812	Rpp25	protein_coding
ENSRNOG00000018815	Plk1	protein_coding
ENSRNOG00000018816	LOC100361008	protein_coding
ENSRNOG00000018818	Txnl1	protein_coding
ENSRNOG00000018820	Plac8l1	protein_coding
ENSRNOG00000018822	Slc5a5	protein_coding
ENSRNOG00000018823	Nisch	protein_coding
ENSRNOG00000018824	Slc7a5	protein_coding
ENSRNOG00000018825	Dcaf11	protein_coding
ENSRNOG00000018827	Htr7	protein_coding
ENSRNOG00000018829	C10h17orf49	protein_coding
ENSRNOG00000018830	Aff3	protein_coding
ENSRNOG00000018831	Klk5	protein_coding
ENSRNOG00000018832	Cutal	protein_coding
ENSRNOG00000018834	Sstr5	protein_coding
ENSRNOG00000018835	Notch2	protein_coding
ENSRNOG00000018836	C19h1orf198	protein_coding
ENSRNOG00000018838	Paox	protein_coding
ENSRNOG00000018839	Ntrk2	protein_coding
ENSRNOG00000018840	Rnf40	protein_coding
ENSRNOG00000018841	Sox8	protein_coding
ENSRNOG00000018842	Pou4f3	protein_coding
ENSRNOG00000018845	Snapc4	protein_coding
ENSRNOG00000018847	Stx5	protein_coding
ENSRNOG00000018848	Eif1b	protein_coding
ENSRNOG00000018849	Tcerg1	protein_coding
ENSRNOG00000018850	Ttc9b	protein_coding
ENSRNOG00000018851	Ppp2r2b	protein_coding
ENSRNOG00000018853	Slc28a3	protein_coding
ENSRNOG00000018854	Nppc	protein_coding
ENSRNOG00000018858	Myct1	protein_coding
ENSRNOG00000018859	Pik3ip1	protein_coding
ENSRNOG00000018860	Mtg1	protein_coding
ENSRNOG00000018863	Abcc10	protein_coding
ENSRNOG00000018864	Klk4	protein_coding
ENSRNOG00000018865	Adamts12	protein_coding
ENSRNOG00000018867	Klhdc7a	protein_coding
ENSRNOG00000018870	Hapln2	protein_coding
ENSRNOG00000018873	Fam168a	protein_coding
ENSRNOG00000018874	Phf19	protein_coding
ENSRNOG00000018876	Entr1l3	protein_coding
ENSRNOG00000018877	Zfp629	protein_coding
ENSRNOG00000018878	Ssh3	protein_coding
ENSRNOG00000018884	Ttc13	protein_coding
ENSRNOG00000018885	Zfp780b	protein_coding
ENSRNOG00000018886	Prxl2c	protein_coding
ENSRNOG00000018892	Hcrt	protein_coding
ENSRNOG00000018895	Mchr1	protein_coding
ENSRNOG00000018898	Mpi	protein_coding
ENSRNOG00000018899	C5	protein_coding
ENSRNOG00000018903	Pik3r1	protein_coding
ENSRNOG00000018904	Dtymk	protein_coding
ENSRNOG00000018905	Odad2	protein_coding
ENSRNOG00000018906	Ghdc	protein_coding
ENSRNOG00000018909	Arv1	protein_coding
ENSRNOG00000018910	Abhd11	protein_coding
ENSRNOG00000018911	Pfkfb3	protein_coding
ENSRNOG00000018914	Napg	protein_coding
ENSRNOG00000018915	Tagap	protein_coding
ENSRNOG00000018916	Bcl7c	protein_coding
ENSRNOG00000018917	Foxi2	protein_coding
ENSRNOG00000018920	Slc25a17	protein_coding
ENSRNOG00000018923	AABR07041089.1	protein_coding
ENSRNOG00000018928	LOC102553760	protein_coding
ENSRNOG00000018929	Kif20b	protein_coding
ENSRNOG00000018931	Dis3l2	protein_coding
ENSRNOG00000018932	Ccdc124	protein_coding
ENSRNOG00000018936	Zfp780b-ps1	protein_coding
ENSRNOG00000018937	Gstm2	protein_coding
ENSRNOG00000018938	Mkx	protein_coding
ENSRNOG00000018939	Rexo2	protein_coding
ENSRNOG00000018940	Slc28a1	protein_coding
ENSRNOG00000018943	Tnnc1	protein_coding
ENSRNOG00000018944	Pank1	protein_coding
ENSRNOG00000018945	Nutf2l1	protein_coding
ENSRNOG00000018946	Trim33	protein_coding
ENSRNOG00000018949	Dlk2	protein_coding
ENSRNOG00000018950	Fa2h	protein_coding
ENSRNOG00000018951	Col4a5	protein_coding
